"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
18922020,1892,2020,"CO0150000","CO0150000","","N","N",,"I","DELTA","DELTA","Delta","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",17286,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",29,15,44,4,20,24,0,0,01-JAN-92,01-DEC-97,01-APR-03,01-MAR-14,01-JAN-16,01-APR-13,"N","DELTA","Non-MSA","Y","Y","Y"
18932020,1893,2020,"CO0150100","CO0150100","","N","N",,"I","DELTA","DELTA","Delta","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",9011,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",17,1,18,1,5,6,0,0,01-JAN-92,01-JAN-12,01-JUL-12,01-FEB-14,01-JAN-16,01-APR-13,"N","DELTA","Non-MSA","Y","Y","Y"
18952020,1895,2020,"CO0150300","CO0150300","","N","N",,"I","HOTCHKISS","HOTCHKISS","Hotchkiss","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",929,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",2,0,2,2,0,2,0,0,01-JAN-92,01-MAY-12,01-JUN-12,01-FEB-14,01-JAN-16,01-APR-13,"N","DELTA","Non-MSA","Y","Y","Y"
18962020,1896,2020,"CO0150400","CO0150400","","N","N",,"I","CEDAREDGE","CEDAREDGE","Cedaredge","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",2301,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,1,1,0,0,01-JAN-92,01-JAN-12,01-JAN-12,01-MAR-15,01-DEC-20,01-APR-13,"N","DELTA","Non-MSA","Y","Y","Y"
18992020,1899,2020,"CO0160200","CO0160200","","N","N",,"I","AURARIA HIGHER EDUC CNTR","AURARIA HIGHER EDUC CNTR","Auraria Higher Education Center","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","University or College",0,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",23,6,29,3,11,14,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","DENVER","Denver-Aurora-Lakewood, CO","Y","Y","Y"
19022020,1902,2020,"CO0170000","CO0170000","","N","N",,"I","DOLORES","DOLORES","Dolores","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",2041,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",5,1,6,0,4,4,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-MAR-14,01-JAN-16,01-APR-13,"N","DOLORES","Non-MSA","Y","Y","Y"
19042020,1904,2020,"CO0180000","CO0180000","","N","N",,"I","DOUGLAS","DOUGLAS","Douglas","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",210945,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",19,"9A","MSA counties 100,000 or over","9","MSA Counties","Y",3,"R","Y",299,56,355,53,119,172,0,0,01-JAN-92,01-JAN-97,01-DEC-12,01-MAR-14,01-JAN-16,01-FEB-14,"N","DOUGLAS","Denver-Aurora-Lakewood, CO","Y","Y","Y"
19052020,1905,2020,"CO0180100","CO0180100","","N","N",,"I","CASTLE ROCK","CASTLE ROCK","Castle Rock","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",71150,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",75,5,80,7,26,33,0,0,01-JAN-92,01-JAN-97,01-JUL-12,01-MAR-14,01-JAN-16,01-APR-13,"N","DOUGLAS","Denver-Aurora-Lakewood, CO","Y","Y","Y"
19062020,1906,2020,"CO0180500","CO0180500","","N","N",,"I","PARKER","PARKER","Parker","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",59245,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",7,"3","Cities from 50,000 thru 99,999","3","Cities from 50,000 thru 99,999","N",2,"R","Y",58,9,67,9,29,38,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","DOUGLAS","Denver-Aurora-Lakewood, CO","Y","Y","Y"
19082020,1908,2020,"CO0180700","CO0180700","","N","N",,"I","LONE TREE","LONE TREE","Lone Tree","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",13423,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",43,4,47,6,5,11,0,0,01-JAN-92,01-AUG-97,01-MAR-07,01-APR-14,01-JAN-16,01-APR-13,"N","DOUGLAS","Denver-Aurora-Lakewood, CO","Y","Y","Y"
19092020,1909,2020,"CO0190000","CO0190000","","N","N",,"I","EAGLE","EAGLE","Eagle","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",25379,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",41,18,59,7,16,23,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","EAGLE","Non-MSA","Y","Y","Y"
19102020,1910,2020,"CO0190100","CO0190100","","N","N",,"I","VAIL","VAIL","Vail","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",5450,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",25,13,38,3,20,23,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","EAGLE","Non-MSA","Y","Y","Y"
19112020,1911,2020,"CO0190200","CO0190200","","N","N",,"I","EAGLE","EAGLE","Eagle","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",7043,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",11,0,11,1,1,2,0,0,01-JAN-92,01-JAN-97,01-APR-06,01-APR-14,01-FEB-16,01-FEB-14,"N","EAGLE","Non-MSA","Y","Y","Y"
19132020,1913,2020,"CO0190400","CO0190400","","N","N",,"I","BASALT","BASALT","Basalt","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",4195,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,0,9,1,1,2,0,0,01-JAN-92,01-APR-03,01-JUL-03,01-MAR-14,01-JAN-16,01-APR-13,"N","PITKIN; EAGLE","Non-MSA","Y","Y","Y"
19142020,1914,2020,"CO0190600","CO0190600","","N","N",,"I","AVON","AVON","Avon","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",6526,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",18,0,18,1,2,3,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","EAGLE","Non-MSA","Y","Y","Y"
19152020,1915,2020,"CO0200000","CO0200000","","N","N",,"I","ELBERT","ELBERT","Elbert","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",24753,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",21,"9C","MSA counties from 10,000 thru 24,999","9","MSA Counties","N",3,"R","Y",37,0,37,3,10,13,0,0,01-JAN-92,01-JAN-00,01-AUG-04,01-JAN-15,01-JAN-16,01-APR-13,"N","ELBERT","Denver-Aurora-Lakewood, CO","Y","Y","Y"
19162020,1916,2020,"CO0200100","CO0200100","","N","N",,"I","ELIZABETH","ELIZABETH","Elizabeth","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1591,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",9,0,9,0,1,1,0,0,01-JAN-92,01-JAN-97,01-JAN-04,01-JUL-14,01-JAN-16,01-JUL-14,"N","ELBERT","Denver-Aurora-Lakewood, CO","Y","Y","Y"
19172020,1917,2020,"CO0200200","CO0200200","","N","N",,"I","SIMLA","SIMLA","Simla","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",643,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-92,01-JAN-15,01-MAY-15,01-MAY-15,01-MAR-16,01-MAY-15,"N","ELBERT","Denver-Aurora-Lakewood, CO","Y","Y","Y"
19192020,1919,2020,"CO0210000","CO0210000","","N","N",,"I","EL PASO","EL PASO","El Paso","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",192152,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",19,"9A","MSA counties 100,000 or over","9","MSA Counties","Y",3,"R","Y",391,114,505,118,184,302,0,0,01-JAN-92,01-JAN-04,01-FEB-04,01-FEB-14,01-JAN-16,01-APR-13,"N","EL PASO","Colorado Springs, CO","Y","Y","Y"
19202020,1920,2020,"CO0210100","CO0210100","","N","N",,"I","COLORADO SPRINGS","COLORADO SPRINGS","Colorado Springs","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",485083,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",5,"1C","Cities from 250,000 thru 499,999","1","All cities 250,000 or over","Y",1,"R","Y",612,72,684,113,221,334,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","EL PASO","Colorado Springs, CO","Y","Y","Y"
19212020,1921,2020,"CO0210200","CO0210200","","N","N",,"I","FOUNTAIN","FOUNTAIN","Fountain","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",31297,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",40,2,42,11,6,17,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","EL PASO","Colorado Springs, CO","Y","Y","Y"
19222020,1922,2020,"CO0210300","CO0210300","","N","N",,"I","MANITOU SPRINGS","MANITOU SPRINGS","Manitou Springs","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",5435,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,1,15,1,2,3,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","EL PASO","Colorado Springs, CO","Y","Y","Y"
19232020,1923,2020,"CO0210400","CO0210400","","N","N",,"I","U OF CO: COLORADO SPRNGS","U OF CO: COLORADO SPRNGS","University of Colorado:","Colorado Springs","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","University or College",0,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",15,5,20,2,6,8,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","EL PASO","Colorado Springs, CO","Y","Y","Y"
19242020,1924,2020,"CO0210500","CO0210500","","N","N",,"I","PIKES PEAK COMMUNITY COL","PIKES PEAK COMMUNITY COL","Pikes Peak Community College","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","University or College",0,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",15,0,15,2,1,3,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","EL PASO","Colorado Springs, CO","Y","Y","Y"
19262020,1926,2020,"CO0210700","CO0210700","","N","N",,"I","MONUMENT","MONUMENT","Monument","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",8361,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",17,1,18,2,2,4,0,0,01-JAN-92,01-OCT-98,01-JAN-09,01-FEB-14,01-JAN-16,01-APR-13,"N","EL PASO","Colorado Springs, CO","Y","Y","Y"
19272020,1927,2020,"CO0210900","CO0210900","","N","N",,"I","GREEN MOUNTAIN FALLS","GREEN MOUNTAIN FALLS","Green Mountain Falls","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",730,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",1,0,1,0,0,0,0,0,01-JAN-92,01-JAN-12,01-FEB-13,01-JAN-15,01-JAN-16,01-FEB-15,"N","TELLER; EL PASO","Colorado Springs, CO","Y","Y","Y"
19282020,1928,2020,"CO0211000","CO0211000","","N","N",,"I","CALHAN","CALHAN","Calhan","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",840,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,0,0,0,0,01-JAN-92,01-JAN-97,01-JUN-14,01-JUN-14,01-JAN-16,01-JUN-14,"N","EL PASO","Colorado Springs, CO","Y","Y","Y"
19292020,1929,2020,"CO0220000","CO0220000","","N","N",,"I","FREMONT","FREMONT","Fremont","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",26934,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",14,"8B","Non-MSA counties from 25,000 thru 99,999","8","Non-MSA Counties","N",3,"R","Y",35,25,60,6,24,30,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","FREMONT","Non-MSA","Y","Y","Y"
19302020,1930,2020,"CO0220100","CO0220100","","N","N",,"I","CANON CITY","CANON CITY","Canon City","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",16761,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",32,2,34,5,6,11,0,0,01-JAN-92,01-JAN-05,01-NOV-06,01-MAR-14,01-JAN-16,01-APR-13,"N","FREMONT","Non-MSA","Y","Y","Y"
19312020,1931,2020,"CO0220200","CO0220200","","N","N",,"I","FLORENCE","FLORENCE","Florence","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",3952,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,0,9,2,2,4,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","FREMONT","Non-MSA","Y","Y","Y"
19322020,1932,2020,"CO0230000","CO0230000","","N","N",,"I","GARFIELD","GARFIELD","Garfield","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",23824,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",15,"8C","Non-MSA counties from 10,000 thru 24,999","8","Non-MSA Counties","N",3,"R","Y",44,50,94,6,39,45,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","GARFIELD","Non-MSA","Y","Y","Y"
19332020,1933,2020,"CO0230100","CO0230100","","N","N",,"I","GLENWOOD SPRINGS","GLENWOOD SPRINGS","Glenwood Springs","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",9976,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",18,0,18,1,7,8,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","GARFIELD","Non-MSA","Y","Y","Y"
19342020,1934,2020,"CO0230200","CO0230200","","N","N",,"I","PARACHUTE","PARACHUTE","Parachute","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1121,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",4,0,4,0,1,1,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","GARFIELD","Non-MSA","Y","Y","Y"
19352020,1935,2020,"CO0230300","CO0230300","","N","N",,"I","RIFLE","RIFLE","Rifle","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",9747,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",16,1,17,3,4,7,0,0,01-JAN-92,01-JAN-99,01-MAY-13,01-MAR-14,01-JAN-16,01-FEB-14,"N","GARFIELD","Non-MSA","Y","Y","Y"
19362020,1936,2020,"CO0230400","CO0230400","","N","N",,"I","CARBONDALE","CARBONDALE","Carbondale","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",6955,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,1,10,3,2,5,0,0,01-JAN-92,01-JAN-11,01-JUN-12,01-JUN-14,01-JAN-16,01-APR-13,"N","GARFIELD","Non-MSA","Y","Y","Y"
19372020,1937,2020,"CO0230500","CO0230500","","N","N",,"I","SILT","SILT","Silt","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",3222,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",4,1,5,1,1,2,0,0,01-JAN-92,01-JAN-04,01-AUG-04,01-FEB-14,01-JAN-16,01-APR-13,"N","GARFIELD","Non-MSA","Y","Y","Y"
19382020,1938,2020,"CO0230600","CO0230600","","N","N",,"I","NEW CASTLE","NEW CASTLE","New Castle","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",5289,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",9,0,9,0,1,1,0,0,01-JAN-92,01-JAN-00,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","GARFIELD","Non-MSA","Y","Y","Y"
19402020,1940,2020,"CO0240000","CO0240000","","N","N",,"I","GILPIN","GILPIN","Gilpin","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",6166,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",22,"9D","MSA counties under 10,000","9","MSA Counties","N",3,"R","Y",26,6,32,5,18,23,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","GILPIN","Denver-Aurora-Lakewood, CO","Y","Y","Y"
19422020,1942,2020,"CO0240200","CO0240200","","N","N",,"I","BLACK HAWK","BLACK HAWK","Black Hawk","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",129,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","Y",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",17,2,19,6,9,15,0,0,01-JAN-92,01-JAN-97,01-AUG-06,01-FEB-14,01-JAN-16,01-APR-13,"N","GILPIN","Denver-Aurora-Lakewood, CO","Y","Y","Y"
19442020,1944,2020,"CO0250000","CO0250000","","N","N",,"I","GRAND","GRAND","Grand","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",9596,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",21,10,31,0,19,19,0,0,01-JAN-92,01-JAN-97,01-JAN-14,01-MAR-14,01-JAN-16,01-MAR-14,"N","GRAND","Non-MSA","Y","Y","Y"
19452020,1945,2020,"CO0250100","CO0250100","","N","N",,"I","GRANBY","GRANBY","Granby","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",2174,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,1,9,0,1,1,0,0,01-JAN-92,01-JAN-12,01-JUL-12,01-FEB-14,01-JAN-16,01-APR-13,"N","GRAND","Non-MSA","Y","Y","Y"
19482020,1948,2020,"CO0250400","CO0250400","","N","N",,"I","FRASER/WINTER PARK","FRASER/WINTER PARK","Fraser/Winter Park","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",2438,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",10,0,10,0,1,1,0,0,01-JAN-92,01-JAN-14,01-OCT-14,01-OCT-14,01-JAN-16,01-OCT-14,"N","GRAND","Non-MSA","Y","Y","Y"
19492020,1949,2020,"CO0260000","CO0260000","","N","N",,"I","GUNNISON","GUNNISON","Gunnison","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",8238,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",11,7,18,1,7,8,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","GUNNISON","Non-MSA","Y","Y","Y"
19502020,1950,2020,"CO0260100","CO0260100","","N","N",,"I","GUNNISON","GUNNISON","Gunnison","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",6736,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,2,16,1,3,4,0,0,01-JAN-92,01-JAN-06,01-FEB-06,01-FEB-14,01-JAN-16,01-APR-13,"N","GUNNISON","Non-MSA","Y","Y","Y"
19512020,1951,2020,"CO0260200","CO0260200","","N","N",,"I","MOUNT CRESTED BUTTE","MOUNT CRESTED BUTTE","Mount Crested Butte","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",883,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",8,0,8,0,1,1,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-MAR-14,01-JAN-16,01-FEB-14,"N","GUNNISON","Non-MSA","Y","Y","Y"
19522020,1952,2020,"CO0260300","CO0260300","","N","N",,"I","CRESTED BUTTE","CRESTED BUTTE","Crested Butte","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","City",1751,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",11,"7","Cities under 2,500","7","Cities under 2,500","N",2,"R","Y",7,0,7,1,1,2,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","GUNNISON","Non-MSA","Y","Y","Y"
19532020,1953,2020,"CO0270000","CO0270000","","N","N",,"I","HINSDALE","HINSDALE","Hinsdale","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",813,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",3,0,3,0,1,1,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-JUL-14,01-JAN-16,01-JUL-14,"N","HINSDALE","Non-MSA","Y","Y","Y"
19542020,1954,2020,"CO0280000","CO0280000","","N","N",,"I","HUERFANO","HUERFANO","Huerfano","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",6066,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",15,12,27,2,8,10,0,0,01-JAN-92,01-JAN-98,01-MAR-03,01-FEB-14,01-JAN-16,01-APR-13,"N","HUERFANO","Non-MSA","Y","Y","Y"
19572020,1957,2020,"CO0290000","CO0290000","","N","N",,"I","JACKSON","JACKSON","Jackson","","A",7,"Colorado","CO","CO","8","Mountain","4","West","Region IV","County",1384,23358,"COUCR0001","Colorado Bureau of Investigation Uniform Crime Reporting","N",16,"8D","Non-MSA counties under 10,000","8","Non-MSA Counties","N",3,"R","Y",3,1,4,0,4,4,0,0,01-JAN-92,01-JAN-97,01-MAR-03,01-AUG-14,01-MAR-16,01-APR-13,"N","JACKSON","Non-MSA","Y","Y","Y"
